originregion,destinationregion,remshare_reg,ypc_orig_reg,ypc_dest_reg,ypc_ratio_reg,remcost_reg,log_remshare_reg,OrigCategorical,DestCategorical,residual_ratio,residual_dest,exp_residual
ANZ,SAS,0.06356869201328044,2.3782544232106075,1.9968099650905875,-0.38144445812002004,0.0591314428404501,-2.7556341937798634,ANZ,SAS,-0.16881104168946015,-0.1688110416895614,0.8446684954393016
ANZ,EEU,0.06089796059480711,2.3782544232106075,2.2223787569821605,-0.15587566622844726,0.0591314428404501,-2.798555592597012,ANZ,EEU,0.14451323950408046,0.14451323950391348,1.1554769928048456
ANZ,MAF,0.06175560016399132,2.3782544232106075,2.1083633411445377,-0.2698910820660696,0.0591314428404501,-2.7845706166713837,ANZ,MAF,-0.021568800961015988,-0.02156880096114744,0.9786621422569133
ANZ,WEU,0.04704926991800156,2.3782544232106075,2.368015715511731,-0.010238707698876547,0.0591314428404501,-3.0565599302230733,ANZ,WEU,0.11651650572684291,0.11651650572663508,1.1235760557536154
ANZ,SSA,0.024747964345397628,2.378254423210608,1.9474481570858992,-0.4308062661247087,0.0591314428404501,-3.699012042020848,ANZ,SSA,-1.1901470627420432,-1.1901470627421302,0.3041765277430264
ANZ,SIS,0.037590523276309726,2.3782544232106075,2.156847308041104,-0.2214071151695033,0.0591314428404501,-3.2810033008775163,ANZ,SIS,-0.44142970583614227,-0.4414297058362897,0.6431162963638036
ANZ,LAM,0.05989598514303917,2.3782544232106075,2.1891536186005043,-0.1891008046101033,0.0591314428404501,-2.8151458020997437,ANZ,LAM,0.07544984912838482,0.07544984912822672,1.078369145209365
ANZ,FSU,0.05466098508056222,2.3782544232106075,2.1325937836729016,-0.24566063953770587,0.0591314428404501,-2.9066050766804263,ANZ,FSU,-0.10533559812941817,-0.1053355981295585,0.9000224260549671
ANZ,ANZ,0.013899942878667408,2.3782544232106075,2.3782544232106075,-1.1102230246251565e-16,0.0591314428404501,-4.275870548302323,ANZ,ANZ,-1.0866238994606787,-1.0866238994608883,0.33735351265762853
ANZ,MDE,0.06589197607761348,2.3782544232106075,2.2648764957683998,-0.1133779274422079,0.0591314428404501,-2.719738603951958,ANZ,MDE,0.29044782773311084,0.2904478277329332,1.3370261113479598
